F,VENUE,TEAMS,DATE,Win,Road PTS,Home PTS,1Q,2Q,3Q,4Q,OT1,OT2,MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,AST,PF,STL,TO,BLK,PTS,POSS,PACE,OEFF,DEFF,TEAM REST DAYS,DATASET
92,Home,Dallas,6/19/2022,1,82,92,25,25,26,16,,,200,32,71,13,29,15,22,8,31,39,20,25,9,13,5,92,85.68,85.68,107.376283847,92.844202899,1,WNBA 2022 Commissioner’s Cup
82,Road,Los Angeles,6/19/2022,0,82,92,22,23,15,22,,,200,28,69,5,20,21,28,10,32,42,17,21,10,17,5,82,88.32,88.32,92.844202899,107.376283847,3+,WNBA 2022 Commissioner’s Cup
89,Home,Indiana,6/19/2022,1,87,89,28,9,35,17,,,200,35,69,2,8,17,25,9,30,39,19,18,7,15,6,89,86,86,103.488372093,101.115760112,3+,WNBA 2022 Commissioner’s Cup
87,Road,Chicago,6/19/2022,0,87,89,25,25,20,17,,,200,33,70,9,20,12,16,5,22,27,21,22,8,14,5,87,86.04,86.04,101.115760112,103.488372093,1,WNBA 2022 Commissioner’s Cup
96,Home,Las Vegas,6/19/2022,1,95,96,22,17,34,23,,,200,35,78,9,25,17,20,7,26,33,23,10,7,6,3,96,85.8,85.8,111.888111888,114.347616755,3+,WNBA 2022 Regular Season
95,Road,Minnesota,6/19/2022,0,95,96,22,28,24,21,,,200,39,81,11,32,6,7,11,34,45,26,16,2,10,4,95,83.08,83.08,114.347616755,111.888111888,3+,WNBA 2022 Regular Season
72,Home,New York,6/19/2022,0,81,72,17,20,15,20,,,200,30,75,10,27,2,5,8,35,43,20,15,5,12,4,72,81.2,81.2,88.669950739,96.982758621,2,WNBA 2022 Regular Season
81,Road,Seattle,6/19/2022,1,81,72,20,19,16,26,,,200,32,75,10,27,7,8,5,33,38,21,11,6,10,4,81,83.52,83.52,96.982758621,88.669950739,1,WNBA 2022 Regular Season
71,Home,Washington,6/19/2022,1,63,71,29,14,18,10,,,200,27,65,6,19,11,17,5,25,30,21,15,8,10,6,71,77.48,77.48,91.636551368,86.396050466,2,WNBA 2022 Commissioner’s Cup
63,Road,Connecticut,6/19/2022,0,63,71,17,10,14,22,,,200,22,60,6,19,13,18,11,32,43,15,14,6,16,3,63,72.92,72.92,86.396050466,91.636551368,1,WNBA 2022 Commissioner’s Cup
80,Home,Atlanta,6/21/2022,1,75,80,29,22,16,13,,,200,29,64,10,22,12,15,10,25,35,18,19,5,22,4,80,82.6,82.6,96.852300242,94.410876133,3+,WNBA 2022 Regular Season
75,Road,Dallas,6/21/2022,0,75,80,21,19,26,9,,,200,25,66,6,25,19,26,11,20,31,18,22,10,13,2,75,79.44,79.44,94.410876133,96.852300242,1,WNBA 2022 Regular Season
84,Home,Los Angeles,6/21/2022,1,82,84,21,14,28,21,,,200,33,67,6,14,12,17,9,25,34,21,19,11,16,5,84,81.48,81.48,103.092783505,101.334651508,1,WNBA 2022 Regular Season
82,Road,Washington,6/21/2022,0,82,84,18,13,20,31,,,200,29,70,11,23,13,18,14,18,32,23,16,10,17,3,82,80.92,80.92,101.334651508,103.092783505,1,WNBA 2022 Regular Season
95,Home,Las Vegas,6/21/2022,0,104,95,41,21,11,22,,,200,33,75,13,31,16,19,6,29,35,23,6,8,9,4,95,86.36,86.36,110.004631774,119.430408819,1,WNBA 2022 Regular Season
104,Road,Chicago,6/21/2022,1,104,95,18,33,30,23,,,200,43,75,12,25,6,7,0,33,33,34,14,6,9,3,104,87.08,87.08,119.430408819,110.004631774,1,WNBA 2022 Regular Season
71,Home,Phoenix,6/21/2022,0,84,71,22,18,18,13,,,200,23,58,10,30,15,22,4,28,32,15,19,6,16,2,71,79.68,79.68,89.106425703,110.817941953,3+,WNBA 2022 Commissioner’s Cup
84,Road,Minnesota,6/21/2022,1,84,71,11,25,28,20,,,200,28,64,10,25,18,20,8,28,36,24,19,8,11,0,84,75.8,75.8,110.817941953,89.106425703,1,WNBA 2022 Commissioner’s Cup
77,Home,Connecticut,6/22/2022,0,81,77,17,25,16,19,,,200,31,74,5,15,10,12,8,26,34,16,12,4,10,2,77,81.28,81.28,94.734251969,103.158430973,2,WNBA 2022 Commissioner’s Cup
81,Road,New York,6/22/2022,1,81,77,27,24,14,16,,,200,31,69,13,32,6,8,5,28,33,25,14,2,11,6,81,78.52,78.52,103.158430973,94.734251969,2,WNBA 2022 Commissioner’s Cup
94,Home,Dallas,6/23/2022,1,68,94,34,21,21,18,,,200,34,68,11,23,15,19,8,27,35,20,16,13,13,5,94,81.36,81.36,115.535889872,87.134802665,1,WNBA 2022 Regular Season
68,Road,Indiana,6/23/2022,0,68,94,19,19,16,14,,,200,25,63,6,17,12,16,10,23,33,13,17,4,18,2,68,78.04,78.04,87.134802665,115.535889872,3+,WNBA 2022 Regular Season
59,Home,Los Angeles,6/23/2022,0,82,59,12,13,22,12,,,200,26,79,3,18,4,8,7,27,34,18,13,7,9,2,59,84.52,84.52,69.805963086,100.195503421,1,WNBA 2022 Regular Season
82,Road,Chicago,6/23/2022,1,82,59,27,27,17,11,,,200,32,70,7,23,11,11,6,43,49,26,11,6,13,4,82,81.84,81.84,100.195503421,69.805963086,1,WNBA 2022 Regular Season
100,Home,Minnesota,6/23/2022,1,88,100,33,27,21,19,,,200,34,67,8,23,24,29,11,31,42,25,20,6,16,0,100,84.76,84.76,117.98017933,108.374384236,1,WNBA 2022 Commissioner’s Cup
88,Road,Phoenix,6/23/2022,0,88,100,25,23,20,20,,,200,27,58,9,28,25,30,2,21,23,16,22,7,12,4,88,81.2,81.2,108.374384236,117.98017933,1,WNBA 2022 Commissioner’s Cup
85,Home,Seattle,6/23/2022,1,71,85,28,18,21,18,,,200,31,68,12,26,11,12,5,31,36,25,10,5,7,4,85,75.28,75.28,112.911795962,93.078133193,3+,WNBA 2022 Regular Season
71,Road,Washington,6/23/2022,0,71,85,22,15,20,14,,,200,26,70,9,30,10,12,11,32,43,19,12,4,12,2,71,76.28,76.28,93.078133193,112.911795962,1,WNBA 2022 Regular Season
77,Home,Atlanta,6/24/2022,0,89,77,16,27,21,13,,,200,26,71,7,17,18,20,9,22,31,13,14,8,10,5,77,80.8,80.8,95.297029703,109.068627451,2,WNBA 2022 Commissioner’s Cup
89,Road,New York,6/24/2022,1,89,77,33,20,15,21,,,200,32,68,16,35,9,15,9,30,39,23,17,5,16,3,89,81.6,81.6,109.068627451,95.297029703,1,WNBA 2022 Commissioner’s Cup
72,Home,Dallas,6/25/2022,0,83,72,23,22,16,11,,,200,29,67,4,21,10,21,6,32,38,21,24,3,15,4,72,85.24,85.24,84.467386204,101.765571359,1,WNBA 2022 Regular Season
83,Road,Phoenix,6/25/2022,1,83,72,13,31,20,19,,,200,29,69,6,26,19,24,7,31,38,16,25,7,9,4,83,81.56,81.56,101.765571359,84.467386204,1,WNBA 2022 Regular Season
86,Home,Las Vegas,6/25/2022,0,87,86,22,18,20,20,6,,225,31,81,10,24,14,16,8,30,38,14,21,17,15,4,86,95.04,84.48,90.488215488,96.62372279,3+,WNBA 2022 Regular Season
87,Road,Washington,6/25/2022,1,87,86,20,26,17,17,7,,225,32,68,11,30,12,16,3,39,42,24,21,10,18,8,87,90.04,80.035555556,96.62372279,90.488215488,1,WNBA 2022 Regular Season
77,Home,Seattle,6/25/2022,0,85,77,25,18,25,9,,,200,26,63,8,27,17,22,5,21,26,21,16,9,14,6,77,81.68,81.68,94.270323213,102.756286267,1,WNBA 2022 Regular Season
85,Road,Los Angeles,6/25/2022,1,85,77,20,29,19,17,,,200,34,72,8,20,9,13,10,31,41,26,17,7,15,1,85,82.72,82.72,102.756286267,94.270323213,1,WNBA 2022 Regular Season
61,Home,Atlanta,6/26/2022,0,72,61,17,5,22,17,,,200,21,63,5,19,14,18,6,23,29,17,21,10,17,5,61,81.92,81.92,74.462890625,86.372360845,1,WNBA 2022 Commissioner’s Cup
72,Road,Connecticut,6/26/2022,1,72,61,19,20,16,17,,,200,27,65,2,20,16,19,10,30,40,18,19,8,20,2,72,83.36,83.36,86.372360845,74.462890625,3+,WNBA 2022 Commissioner’s Cup
88,Home,Chicago,6/26/2022,1,85,88,20,26,26,16,,,200,33,65,8,18,14,17,6,20,26,25,16,7,14,2,88,80.48,80.48,109.343936382,109.705730511,2,WNBA 2022 Regular Season
85,Road,Minnesota,6/26/2022,0,85,88,22,22,18,23,,,200,33,56,6,16,13,17,3,25,28,23,16,4,17,4,85,77.48,77.48,109.705730511,109.343936382,2,WNBA 2022 Regular Season
73,Home,Los Angeles,6/27/2022,0,79,73,26,10,23,14,,,200,28,73,7,23,10,15,11,29,40,23,21,4,13,3,73,81.6,81.6,89.460784314,99.44612286,1,WNBA 2022 Regular Season
79,Road,Las Vegas,6/27/2022,1,79,73,21,19,19,20,,,200,26,61,8,27,19,26,6,31,37,15,16,9,13,2,79,79.44,79.44,99.44612286,89.460784314,1,WNBA 2022 Regular Season
83,Home,Phoenix,6/27/2022,1,71,83,22,23,21,17,,,200,26,69,13,33,18,20,9,21,30,19,22,8,10,5,83,78.8,78.8,105.329949239,94.919786096,1,WNBA 2022 Regular Season
71,Road,Indiana,6/27/2022,0,71,83,21,20,17,13,,,200,24,60,7,12,16,20,10,26,36,13,24,4,16,4,71,74.8,74.8,94.919786096,105.329949239,3+,WNBA 2022 Regular Season
92,Home,Minnesota,6/28/2022,1,64,92,33,17,21,21,,,200,34,80,12,29,12,17,17,36,53,22,22,7,13,6,92,83.48,83.48,110.206037374,81.967213115,1,WNBA 2022 Commissioner’s Cup
64,Road,Dallas,6/28/2022,0,64,92,11,13,24,16,,,200,17,59,5,16,25,32,5,25,30,10,14,4,10,5,64,78.08,78.08,81.967213115,110.206037374,2,WNBA 2022 Commissioner’s Cup
92,Home,Washington,6/28/2022,1,74,92,32,20,21,19,,,200,32,58,15,25,13,18,6,24,30,24,18,7,14,3,92,73.92,73.92,124.458874459,94.147582697,2,WNBA 2022 Regular Season
74,Road,Atlanta,6/28/2022,0,74,92,20,12,17,25,,,200,28,66,5,20,13,15,8,18,26,19,16,9,14,0,74,78.6,78.6,94.147582697,124.458874459,1,WNBA 2022 Regular Season
91,Home,Chicago,6/29/2022,1,83,91,32,23,13,23,,,200,32,54,10,20,17,17,5,28,33,28,14,3,22,6,91,78.48,78.48,115.953109072,109.153077328,2,WNBA 2022 Commissioner’s Cup
83,Road,Connecticut,6/29/2022,0,83,91,16,17,22,28,,,200,32,80,6,19,13,16,15,16,31,22,14,15,4,3,83,76.04,76.04,109.153077328,115.953109072,2,WNBA 2022 Commissioner’s Cup
99,Home,Phoenix,6/29/2022,1,78,99,24,25,26,24,,,200,38,70,9,24,14,19,11,21,32,29,20,7,8,6,99,75.36,75.36,131.369426752,107.973421927,1,WNBA 2022 Regular Season
78,Road,Indiana,6/29/2022,0,78,99,25,18,20,15,,,200,27,63,9,21,15,21,10,20,30,18,18,4,10,3,78,72.24,72.24,107.973421927,131.369426752,1,WNBA 2022 Regular Season
88,Home,Seattle,6/29/2022,1,78,88,23,21,20,24,,,200,31,70,14,29,12,14,5,28,33,24,12,10,12,6,88,83.16,83.16,105.82010582,92.548647366,3+,WNBA 2022 Commissioner’s Cup
78,Road,Las Vegas,6/29/2022,0,78,88,27,20,15,16,,,200,29,73,9,24,11,12,11,29,40,23,12,7,17,1,78,84.28,84.28,92.548647366,105.82010582,1,WNBA 2022 Commissioner’s Cup
81,Home,New York,6/30/2022,0,92,81,18,18,12,31,2,,225,26,66,10,31,19,24,6,29,35,19,26,7,17,7,81,87.56,77.831111111,92.507994518,96.395641241,3+,WNBA 2022 Commissioner’s Cup
92,Road,Atlanta,6/30/2022,1,92,81,13,28,20,18,13,,225,31,81,9,24,21,26,12,29,41,21,25,8,15,3,92,95.44,84.835555556,96.395641241,92.507994518,1,WNBA 2022 Commissioner’s Cup
89,Home,Dallas,7/1/2022,0,97,89,27,22,17,23,,,200,33,66,6,19,17,25,3,26,29,19,19,8,13,2,89,87,87,102.298850575,108.549686661,2,WNBA 2022 Regular Season
97,Road,Los Angeles,7/1/2022,1,97,89,24,22,25,26,,,200,37,76,7,19,16,19,5,24,29,24,20,9,10,3,97,89.36,89.36,108.549686661,102.298850575,3+,WNBA 2022 Regular Season
85,Home,Minnesota,7/1/2022,0,91,85,13,20,28,24,,,200,31,68,11,25,12,16,6,23,29,19,17,8,13,3,85,82.04,82.04,103.607996099,110.00967118,2,WNBA 2022 Commissioner’s Cup
91,Road,Las Vegas,7/1/2022,1,91,85,19,27,23,22,,,200,36,70,9,24,10,13,7,27,34,25,15,8,14,5,91,82.72,82.72,110.00967118,103.607996099,1,WNBA 2022 Commissioner’s Cup
73,Home,Seattle,7/1/2022,1,57,73,19,27,17,10,,,200,25,59,6,22,17,23,5,34,39,22,15,11,17,5,73,81.12,81.12,89.990138067,70.266272189,1,WNBA 2022 Regular Season
57,Road,Indiana,7/1/2022,0,57,73,11,16,15,15,,,200,21,61,4,17,11,23,7,28,35,13,17,11,17,2,57,81.12,81.12,70.266272189,89.990138067,1,WNBA 2022 Regular Season
91,Home,Chicago,7/2/2022,1,75,91,32,14,27,18,,,200,30,57,10,20,21,24,5,32,37,24,17,6,20,3,91,82.56,82.56,110.222868217,87.86316776,2,WNBA 2022 Regular Season
75,Road,Phoenix,7/2/2022,0,75,91,12,28,22,13,,,200,27,66,5,20,16,19,7,20,27,15,24,14,18,2,75,85.36,85.36,87.86316776,110.222868217,2,WNBA 2022 Regular Season
90,Home,Atlanta,7/3/2022,1,76,90,32,14,26,18,,,200,33,70,7,18,17,19,9,35,44,24,23,7,16,0,90,85.36,85.36,105.435801312,87.922258214,2,WNBA 2022 Regular Season
76,Road,Seattle,7/3/2022,0,76,90,18,23,13,22,,,200,22,63,9,32,23,26,2,28,30,17,16,11,14,4,76,86.44,86.44,87.922258214,105.435801312,1,WNBA 2022 Regular Season
74,Home,Connecticut,7/3/2022,1,72,74,19,15,20,12,8,,225,30,69,6,18,8,16,6,32,38,17,18,11,17,7,74,87.04,77.368888889,85.018382353,82.004555809,3+,WNBA 2022 Regular Season
72,Road,Washington,7/3/2022,0,72,74,26,23,10,7,6,,225,27,69,4,21,14,20,9,28,37,16,16,10,19,4,72,87.8,78.044444444,82.004555809,85.018382353,3+,WNBA 2022 Regular Season
84,Home,Los Angeles,7/3/2022,1,74,84,25,15,25,19,,,200,30,64,6,16,18,22,8,29,37,19,13,8,14,4,84,79.68,79.68,105.421686747,88.856868396,1,WNBA 2022 Regular Season
74,Road,New York,7/3/2022,0,74,84,21,22,14,17,,,200,27,68,12,33,8,12,7,21,28,22,16,7,17,2,74,83.28,83.28,88.856868396,105.421686747,2,WNBA 2022 Regular Season
102,Home,Minnesota,7/3/2022,1,71,102,33,16,29,24,,,200,37,74,12,29,16,23,15,38,53,26,12,5,10,3,102,79.12,79.12,128.91809909,91.21274409,1,WNBA 2022 Regular Season
71,Road,Las Vegas,7/3/2022,0,71,102,15,20,20,16,,,200,25,68,12,37,9,11,1,24,25,17,15,6,6,4,71,77.84,77.84,91.21274409,128.91809909,1,WNBA 2022 Regular Season
78,Home,Los Angeles,7/4/2022,1,75,78,18,24,14,22,,,200,27,60,5,14,19,25,7,25,32,18,16,10,20,0,78,84,84,92.857142857,94.888663968,3IN4-B2B,WNBA 2022 Regular Season
75,Road,Phoenix,7/4/2022,0,75,78,20,20,14,21,,,200,26,57,8,27,15,16,6,24,30,21,25,11,21,3,75,79.04,79.04,94.888663968,92.857142857,1,WNBA 2022 Regular Season
82,Home,Dallas,7/5/2022,1,71,82,26,15,22,19,,,200,32,71,6,26,12,17,11,23,34,19,14,6,9,6,82,76.48,76.48,107.217573222,88.572854291,3+,WNBA 2022 Regular Season
71,Road,Connecticut,7/5/2022,0,71,82,18,20,16,17,,,200,28,65,4,20,11,14,4,25,29,20,15,4,13,4,71,80.16,80.16,88.572854291,107.217573222,1,WNBA 2022 Regular Season
73,Home,Indiana,7/5/2022,0,95,73,16,19,23,15,,,200,28,73,7,20,10,17,9,27,36,14,16,6,14,1,73,85.48,85.48,85.400093589,111.712135466,3+,WNBA 2022 Regular Season
95,Road,Seattle,7/5/2022,1,95,73,23,21,33,18,,,200,37,76,6,24,15,16,10,33,43,20,14,8,12,5,95,85.04,85.04,111.712135466,85.400093589,1,WNBA 2022 Regular Season
66,Home,Atlanta,7/6/2022,0,85,66,20,16,18,12,,,200,26,62,0,12,14,17,3,28,31,15,18,7,12,0,66,78.48,78.48,84.097859327,108.806963646,2,WNBA 2022 Regular Season
85,Road,Washington,7/6/2022,1,85,66,20,21,17,27,,,200,31,63,7,20,16,23,4,27,31,13,16,8,9,3,85,78.12,78.12,108.806963646,84.097859327,2,WNBA 2022 Regular Season
107,Home,Las Vegas,7/6/2022,0,116,107,30,33,21,23,,,200,34,69,13,27,26,30,6,25,31,22,13,4,7,1,107,83.2,83.2,128.605769231,141.394441736,2,WNBA 2022 Regular Season
116,Road,New York,7/6/2022,1,116,107,32,23,28,33,,,200,42,73,18,31,14,16,6,29,35,35,19,2,8,3,116,82.04,82.04,141.394441736,128.605769231,2,WNBA 2022 Regular Season
81,Home,Minnesota,7/6/2022,1,78,81,28,14,24,15,,,200,30,62,4,14,17,20,6,26,32,21,12,13,15,1,81,79.8,79.8,101.503759398,93.885411651,2,WNBA 2022 Regular Season
78,Road,Chicago,7/6/2022,0,78,81,25,14,22,17,,,200,31,78,10,33,6,7,12,26,38,24,14,7,14,4,78,83.08,83.08,93.885411651,101.503759398,3+,WNBA 2022 Regular Season
84,Home,Indiana,7/7/2022,0,93,84,15,23,19,27,,,200,33,82,9,20,9,14,10,17,27,22,16,7,9,0,84,87.16,87.16,96.374483708,112.809315866,1,WNBA 2022 Regular Season
93,Road,Chicago,7/7/2022,1,93,84,22,26,29,16,,,200,34,62,5,12,20,26,8,33,41,25,15,2,17,4,93,82.44,82.44,112.809315866,96.374483708,B2B,WNBA 2022 Regular Season
69,Home,Los Angeles,7/7/2022,0,106,69,14,18,26,11,,,200,26,70,5,19,12,13,8,16,24,18,11,7,12,3,69,79.72,79.72,86.552935273,136.809499226,2,WNBA 2022 Commissioner’s Cup
106,Road,Seattle,7/7/2022,1,106,69,19,32,28,27,,,200,42,65,8,17,14,17,7,29,36,30,12,9,12,3,106,77.48,77.48,136.809499226,86.552935273,1,WNBA 2022 Commissioner’s Cup
84,Home,Phoenix,7/7/2022,1,81,84,29,13,14,28,,,200,27,66,9,30,21,24,6,24,30,20,17,11,9,4,84,79.56,79.56,105.580693816,98.732325695,2,WNBA 2022 Regular Season
81,Road,New York,7/7/2022,0,81,84,18,16,20,27,,,200,30,71,7,23,14,16,11,29,40,20,21,5,15,5,81,82.04,82.04,98.732325695,105.580693816,B2B,WNBA 2022 Regular Season
90,Home,Chicago,7/12/2022,1,75,90,25,19,16,30,,,200,35,66,5,14,15,21,7,27,34,24,16,11,13,3,90,81.24,81.24,110.782865583,93.28358209,3+,WNBA 2022 Regular Season
75,Road,Atlanta,7/12/2022,0,75,90,23,24,18,10,,,200,29,69,10,23,7,10,10,23,33,17,20,7,17,3,75,80.4,80.4,93.28358209,110.782865583,3+,WNBA 2022 Regular Season
81,Home,Los Angeles,7/12/2022,0,94,81,24,20,16,21,,,200,29,56,9,13,14,21,3,20,23,16,18,5,18,3,81,80.24,80.24,100.947158524,121.698601761,3+,WNBA 2022 Regular Season
94,Road,Washington,7/12/2022,1,94,81,31,22,16,25,,,200,33,65,10,22,18,21,9,26,35,24,18,10,12,2,94,77.24,77.24,121.698601761,100.947158524,3+,WNBA 2022 Regular Season
118,Home,Minnesota,7/12/2022,1,107,118,27,20,20,22,14,15,250,41,86,11,27,25,35,19,36,55,27,21,5,19,1,118,101.4,81.12,116.370808679,109.676096761,3+,WNBA 2022 Regular Season
107,Road,Phoenix,7/12/2022,0,107,118,20,25,23,21,14,4,250,37,100,15,50,18,24,21,23,44,27,32,13,8,9,107,97.56,78.048,109.676096761,116.370808679,3+,WNBA 2022 Regular Season
101,Home,New York,7/12/2022,0,107,101,16,12,35,38,,,200,34,76,15,31,18,22,9,18,27,24,25,8,12,4,101,88.68,88.68,113.892647722,125.292740047,3+,WNBA 2022 Regular Season
107,Road,Las Vegas,7/12/2022,1,107,101,30,22,19,36,,,200,33,64,7,21,34,35,8,28,36,21,18,8,14,3,107,85.4,85.4,125.292740047,113.892647722,3+,WNBA 2022 Regular Season
83,Home,Seattle,7/12/2022,1,74,83,25,14,27,17,,,200,30,63,7,17,16,18,6,28,34,22,18,6,14,6,83,78.92,78.92,105.169792195,90.33203125,3+,WNBA 2022 Regular Season
74,Road,Dallas,7/12/2022,0,74,83,19,22,17,16,,,200,27,72,7,23,13,18,11,24,35,17,19,10,13,4,74,81.92,81.92,90.33203125,105.169792195,3+,WNBA 2022 Regular Season
81,Home,Indiana,7/13/2022,0,89,81,14,14,18,35,,,200,30,68,6,21,15,19,7,19,26,21,21,9,16,1,81,85.36,85.36,94.892221181,105.250709555,3+,WNBA 2022 Regular Season
89,Road,Connecticut,7/13/2022,1,89,81,21,20,24,24,,,200,31,67,6,19,21,24,10,28,38,18,20,12,17,5,89,84.56,84.56,105.250709555,94.892221181,3+,WNBA 2022 Regular Season
68,Home,Los Angeles,7/14/2022,0,80,68,17,11,20,20,,,200,28,71,7,17,5,6,7,23,30,19,13,11,14,5,68,80.64,80.64,84.325396825,98.135426889,1,WNBA 2022 Regular Season
80,Road,Chicago,7/14/2022,1,80,68,16,21,31,12,,,200,33,68,8,19,6,8,8,29,37,22,14,9,18,6,80,81.52,81.52,98.135426889,84.325396825,1,WNBA 2022 Regular Season
87,Home,Minnesota,7/14/2022,0,92,87,14,13,30,30,,,200,30,70,6,15,21,26,14,26,40,13,22,6,14,1,87,81.44,81.44,106.827111984,109.367570138,1,WNBA 2022 Regular Season
92,Road,Dallas,7/14/2022,1,92,87,23,25,14,30,,,200,33,69,7,20,19,23,7,21,28,25,22,7,12,4,92,84.12,84.12,109.367570138,106.827111984,1,WNBA 2022 Regular Season
74,Home,New York,7/14/2022,0,108,74,13,23,21,17,,,200,22,63,8,26,22,25,5,25,30,18,15,5,12,5,74,81,81,91.358024691,128.205128205,1,WNBA 2022 Regular Season
108,Road,Las Vegas,7/14/2022,1,108,74,37,34,21,16,,,200,38,71,16,33,16,21,6,34,40,32,16,9,10,3,108,84.24,84.24,128.205128205,91.358024691,1,WNBA 2022 Regular Season
80,Home,Phoenix,7/14/2022,1,75,80,11,32,15,22,,,200,26,69,10,26,18,20,6,25,31,16,20,10,14,5,80,85.8,85.8,93.24009324,88.820464235,1,WNBA 2022 Regular Season
75,Road,Washington,7/14/2022,0,75,80,26,19,15,15,,,200,22,65,8,27,23,26,11,31,42,15,19,4,19,2,75,84.44,84.44,88.820464235,93.24009324,1,WNBA 2022 Regular Season
68,Home,Atlanta,7/15/2022,0,93,68,15,18,19,16,,,200,26,62,2,13,14,19,4,26,30,20,21,5,18,2,68,84.36,84.36,80.606922712,111.940298507,2,WNBA 2022 Regular Season
93,Road,Connecticut,7/15/2022,1,93,68,28,23,26,16,,,200,30,67,8,21,25,32,10,29,39,20,17,13,12,1,93,83.08,83.08,111.940298507,80.606922712,1,WNBA 2022 Regular Season
77,Home,Indiana,7/15/2022,0,87,77,22,16,19,20,,,200,26,71,5,22,20,28,8,29,37,20,23,8,12,4,77,87.32,87.32,88.181401741,97.358997314,1,WNBA 2022 Regular Season
87,Road,Minnesota,7/15/2022,1,87,77,22,15,30,20,,,200,32,72,5,20,18,19,6,35,41,26,19,5,15,3,87,89.36,89.36,97.358997314,88.181401741,3IN4-B2B,WNBA 2022 Regular Season
81,Home,Dallas,7/16/2022,0,89,81,20,22,23,16,,,200,26,66,7,16,22,27,5,19,24,14,13,2,7,5,81,79.88,79.88,101.402103155,113.868986694,1,WNBA 2022 Regular Season
89,Road,Chicago,7/16/2022,1,89,81,24,17,18,30,,,200,35,74,5,23,14,14,10,30,40,25,20,4,8,5,89,78.16,78.16,113.868986694,101.402103155,1,WNBA 2022 Regular Season
83,Home,Connecticut,7/17/2022,0,91,83,20,17,21,25,,,200,31,65,7,18,14,16,10,31,41,19,21,4,22,1,83,84.04,84.04,98.76249405,111.574301128,1,WNBA 2022 Regular Season
91,Road,Las Vegas,7/17/2022,1,91,83,14,21,29,27,,,200,31,74,9,36,20,24,10,20,30,18,14,10,7,2,91,81.56,81.56,111.574301128,98.76249405,2,WNBA 2022 Regular Season
75,Home,Phoenix,7/17/2022,0,85,75,24,17,22,12,,,200,26,63,8,29,15,20,9,19,28,18,16,6,13,7,75,75.8,75.8,98.944591029,113.09207025,2,WNBA 2022 Regular Season
85,Road,Atlanta,7/17/2022,1,85,75,27,14,23,21,,,200,34,71,10,23,7,14,16,27,43,18,19,6,14,2,85,75.16,75.16,113.09207025,98.944591029,1,WNBA 2022 Regular Season
81,Home,Seattle,7/17/2022,1,65,81,26,16,13,26,,,200,30,70,6,25,15,18,12,29,41,26,21,12,15,3,81,80.92,80.92,100.098863075,78.502415459,3+,WNBA 2022 Regular Season
65,Road,Indiana,7/17/2022,0,65,81,15,16,17,17,,,200,24,66,4,24,13,20,11,26,37,14,20,8,19,2,65,82.8,82.8,78.502415459,100.098863075,1,WNBA 2022 Regular Season
70,Home,Washington,7/17/2022,1,57,70,13,24,16,17,,,200,26,69,7,25,11,12,4,34,38,21,12,12,8,5,70,78.28,78.28,89.42258559,71.001494768,2,WNBA 2022 Regular Season
57,Road,Minnesota,7/17/2022,0,57,70,17,11,14,15,,,200,22,66,4,20,9,12,7,38,45,14,12,4,16,2,57,80.28,80.28,71.001494768,89.42258559,3IN4,WNBA 2022 Regular Season
82,Home,Connecticut,7/19/2022,1,63,82,19,20,14,29,,,200,30,61,5,11,17,24,8,31,39,20,9,11,12,2,82,75.56,75.56,108.523028057,78.125,1,WNBA 2022 Regular Season
63,Road,New York,7/19/2022,0,63,82,19,16,15,13,,,200,24,66,9,27,6,6,6,20,26,18,18,7,18,8,63,80.64,80.64,78.125,108.523028057,3+,WNBA 2022 Regular Season
86,Home,Los Angeles,7/19/2022,1,79,86,22,20,24,20,,,200,33,66,9,25,11,16,8,19,27,20,16,13,16,2,86,81.04,81.04,106.120434353,97.627286209,3+,WNBA 2022 Regular Season
79,Road,Indiana,7/19/2022,0,79,86,20,20,22,17,,,200,29,57,6,13,15,18,8,24,32,19,21,5,24,1,79,80.92,80.92,97.627286209,106.120434353,1,WNBA 2022 Regular Season
76,Home,Las Vegas,7/19/2022,0,92,76,18,18,20,20,,,200,26,71,10,35,14,19,5,24,29,18,17,12,12,4,76,86.36,86.36,88.003705419,112.140419308,1,WNBA 2022 Regular Season
92,Road,Atlanta,7/19/2022,1,92,76,35,17,18,22,,,200,33,64,15,24,11,16,5,35,40,24,16,6,16,5,92,82.04,82.04,112.140419308,88.003705419,1,WNBA 2022 Regular Season
78,Home,Chicago,7/20/2022,1,74,78,19,16,21,22,,,200,32,66,5,21,9,11,11,27,38,20,11,6,12,3,78,71.84,71.84,108.574610245,93.860984272,3+,WNBA 2022 Regular Season
74,Road,Seattle,7/20/2022,0,74,78,19,12,21,22,,,200,29,69,7,19,9,11,9,19,28,16,15,5,14,2,74,78.84,78.84,93.860984272,108.574610245,2,WNBA 2022 Regular Season
85,Home,Los Angeles,7/21/2022,1,78,85,26,26,12,21,,,200,34,64,6,11,11,13,6,19,25,22,19,12,12,3,85,75.72,75.72,112.255678817,99.085365854,1,WNBA 2022 Regular Season
78,Road,Atlanta,7/21/2022,0,78,85,16,26,16,20,,,200,30,66,9,23,9,13,14,22,36,21,21,6,21,1,78,78.72,78.72,99.085365854,112.255678817,1,WNBA 2022 Regular Season
